state,initial claims,continued claims,week,code
Alabama,"4,133","30,342",1998-02-14,AL
Alabama,"4,766","30,850",1998-02-21,AL
Alabama,"4,572","30,870",1998-02-28,AL
Alabama,"4,094","29,820",1998-03-07,AL
Alabama,"4,924","29,927",1998-03-14,AL
Alabama,"4,539","29,622",1998-03-21,AL
Alabama,"4,772","29,109",1998-03-28,AL
Alabama,"7,022","29,822",1998-04-04,AL
Alabama,"4,377","28,020",1998-04-11,AL
Alabama,"4,794","28,026",1998-04-18,AL
Alabama,"3,851","26,026",1998-04-25,AL
Alabama,"5,583","26,495",1998-05-02,AL
Alabama,"4,646","27,479",1998-05-09,AL
Alabama,"4,667","26,808",1998-05-16,AL
Alabama,"4,268","26,677",1998-05-23,AL
Alabama,"4,643","27,949",1998-05-30,AL
Alabama,"5,357","29,849",1998-06-06,AL
Alabama,"4,811","29,207",1998-06-13,AL
Alabama,"4,482","29,566",1998-06-20,AL
Alabama,"5,522","30,021",1998-06-27,AL
Alabama,"12,803","37,650",1998-07-04,AL
Alabama,"13,344","41,518",1998-07-11,AL
Alabama,"7,300","34,788",1998-07-18,AL
Alabama,"5,604","32,395",1998-07-25,AL
Alabama,"4,259","30,125",1998-08-01,AL
Alabama,"4,332","28,572",1998-08-08,AL
Alabama,"3,824","27,910",1998-08-15,AL
Alabama,"3,914","27,357",1998-08-22,AL
Alabama,"3,895","26,194",1998-08-29,AL
Alabama,"3,374","24,898",1998-09-05,AL
Alabama,"4,277","25,105",1998-09-12,AL
Alabama,"4,470","25,461",1998-09-19,AL
Alabama,"5,221","25,509",1998-09-26,AL
Alabama,"8,587","27,724",1998-10-03,AL
Alabama,"5,358","26,212",1998-10-10,AL
Alabama,"4,417","25,231",1998-10-17,AL
Alabama,"5,028","25,998",1998-10-24,AL
Alabama,"7,129","27,348",1998-10-31,AL
Alabama,"4,953","26,257",1998-11-07,AL
Alabama,"6,221","27,180",1998-11-14,AL
Alabama,"3,985","25,363",1998-11-21,AL
Alabama,"9,253","31,907",1998-11-28,AL
Alabama,"7,204","28,841",1998-12-05,AL
Alabama,"5,539","28,318",1998-12-12,AL
Alabama,"3,128","23,271",1998-12-19,AL
Alabama,"9,899","36,426",1998-12-26,AL
Alabama,"24,811","55,381",1999-01-02,AL
Alabama,"17,136","47,576",1999-01-09,AL
Alabama,"9,529","32,640",1999-01-16,AL
Alabama,"5,806","31,795",1999-01-23,AL
Alabama,"5,182","29,012",1999-01-30,AL
Alabama,"5,292","30,182",1999-02-06,AL
Alabama,"4,142","28,537",1999-02-13,AL
Alabama,"4,992","28,397",1999-02-20,AL
Alabama,"3,848","27,711",1999-02-27,AL
Alabama,"4,303","27,601",1999-03-06,AL
Alabama,"3,890","26,509",1999-03-13,AL
Alabama,"4,421","26,308",1999-03-20,AL
Alabama,"3,829","26,753",1999-03-27,AL
Alabama,"6,316","27,948",1999-04-03,AL
Alabama,"5,189","27,057",1999-04-10,AL
Alabama,"3,898","25,954",1999-04-17,AL
Alabama,"4,012","25,171",1999-04-24,AL
Alabama,"4,611","25,361",1999-05-01,AL
Alabama,"4,355","24,583",1999-05-08,AL
Alabama,"4,697","24,955",1999-05-15,AL
Alabama,"4,851","26,130",1999-05-22,AL
Alabama,"4,762","26,514",1999-05-29,AL
Alabama,"4,034","27,665",1999-06-05,AL
Alabama,"4,912","28,611",1999-06-12,AL
Alabama,"3,680","27,955",1999-06-19,AL
Alabama,"4,059","27,668",1999-06-26,AL
Alabama,"6,439","28,748",1999-07-03,AL
Alabama,"13,757","37,910",1999-07-10,AL
Alabama,"8,287","33,100",1999-07-17,AL
Alabama,"5,068","29,719",1999-07-24,AL
Alabama,"4,470","28,551",1999-07-31,AL
Alabama,"4,393","28,046",1999-08-07,AL
Alabama,"4,282","28,014",1999-08-14,AL
Alabama,"3,807","27,456",1999-08-21,AL
Alabama,"4,233","26,671",1999-08-28,AL
Alabama,"3,909","26,277",1999-09-04,AL
Alabama,"3,888","25,818",1999-09-11,AL
Alabama,"3,348","24,583",1999-09-18,AL
Alabama,"3,465","23,940",1999-09-25,AL
Alabama,"4,661","23,696",1999-10-02,AL
Alabama,"4,581","24,716",1999-10-09,AL
Alabama,"4,190","24,910",1999-10-16,AL
Alabama,"3,690","24,628",1999-10-23,AL
Alabama,"5,453","26,194",1999-10-30,AL
Alabama,"3,717","24,709",1999-11-06,AL
Alabama,"4,491","25,552",1999-11-13,AL
Alabama,"3,381","24,380",1999-11-20,AL
Alabama,"8,394","30,709",1999-11-27,AL
Alabama,"6,209","28,186",1999-12-04,AL
Alabama,"4,475","26,687",1999-12-11,AL
Alabama,"3,627","25,545",1999-12-18,AL
Alabama,"10,099","33,472",1999-12-25,AL
Alabama,"17,354","45,515",2000-01-01,AL
Alabama,"16,782","43,927",2000-01-08,AL
Alabama,"10,138","33,992",2000-01-15,AL
Alabama,"4,761","30,091",2000-01-22,AL
Alabama,"5,868","30,431",2000-01-29,AL
Alabama,"5,768","30,946",2000-02-05,AL
Alabama,"4,598","29,322",2000-02-12,AL
Alabama,"4,441","28,056",2000-02-19,AL
Alabama,"4,197","27,945",2000-02-26,AL
Alabama,"3,585","26,745",2000-03-04,AL
Alabama,"3,788","25,806",2000-03-11,AL
Alabama,"3,810","25,328",2000-03-18,AL
Alabama,"3,652","24,492",2000-03-25,AL
Alabama,"6,473","26,251",2000-04-01,AL
Alabama,"3,927","24,910",2000-04-08,AL
Alabama,"4,054","24,453",2000-04-15,AL
Alabama,"3,384","23,698",2000-04-22,AL
Alabama,"4,550","24,126",2000-04-29,AL
Alabama,"3,654","23,721",2000-05-06,AL
Alabama,"4,251","23,826",2000-05-13,AL
Alabama,"4,895","24,631",2000-05-20,AL
Alabama,"4,838","25,244",2000-05-27,AL
Alabama,"3,989","26,259",2000-06-03,AL
Alabama,"4,469","26,997",2000-06-10,AL
Alabama,"4,477","27,240",2000-06-17,AL
Alabama,"3,866","26,988",2000-06-24,AL
Alabama,"4,702","26,485",2000-07-01,AL
Alabama,"12,321","36,009",2000-07-08,AL
Alabama,"8,843","32,554",2000-07-15,AL
Alabama,"6,841","30,616",2000-07-22,AL
Alabama,"6,072","29,425",2000-07-29,AL
Alabama,"4,775","28,514",2000-08-05,AL
Alabama,"4,889","28,334",2000-08-12,AL
Alabama,"4,979","28,243",2000-08-19,AL
Alabama,"4,590","28,077",2000-08-26,AL
Alabama,"4,976","27,893",2000-09-02,AL
Alabama,"5,119","28,345",2000-09-09,AL
Alabama,"4,294","26,854",2000-09-16,AL
Alabama,"4,683","27,055",2000-09-23,AL
Alabama,"6,052","28,187",2000-09-30,AL
Alabama,"5,363","28,318",2000-10-07,AL
Alabama,"5,654","28,912",2000-10-14,AL
Alabama,"5,205","28,336",2000-10-21,AL
Alabama,"5,926","28,779",2000-10-28,AL
Alabama,"4,823","28,398",2000-11-04,AL
Alabama,"8,487","31,991",2000-11-11,AL
Alabama,"4,284","27,372",2000-11-18,AL
Alabama,"8,903","33,865",2000-11-25,AL
Alabama,"7,418","33,569",2000-12-02,AL
Alabama,"5,477","31,739",2000-12-09,AL
Alabama,"6,788","32,866",2000-12-16,AL
Alabama,"9,483","38,562",2000-12-23,AL
Alabama,"13,752","47,437",2000-12-30,AL
Alabama,"17,570","54,383",2001-01-06,AL
Alabama,"15,076","44,767",2001-01-13,AL
Alabama,"8,331","41,430",2001-01-20,AL
Alabama,"8,056","39,862",2001-01-27,AL
Alabama,"6,895","38,765",2001-02-03,AL
Alabama,"5,217","37,163",2001-02-10,AL
Alabama,"7,079","37,774",2001-02-17,AL
Alabama,"5,787","36,017",2001-02-24,AL
Alabama,"7,928","37,538",2001-03-03,AL
Alabama,"5,426","35,046",2001-03-10,AL
Alabama,"4,626","34,123",2001-03-17,AL
Alabama,"5,367","34,199",2001-03-24,AL
Alabama,"10,372","38,799",2001-03-31,AL
Alabama,"5,378","34,239",2001-04-07,AL
Alabama,"4,613","33,371",2001-04-14,AL
Alabama,"7,207","35,490",2001-04-21,AL
Alabama,"6,024","34,358",2001-04-28,AL
Alabama,"5,626","34,248",2001-05-05,AL
Alabama,"5,096","34,065",2001-05-12,AL
Alabama,"5,703","35,074",2001-05-19,AL
Alabama,"6,851","36,551",2001-05-26,AL
Alabama,"7,438","36,926",2001-06-02,AL
Alabama,"7,925","38,955",2001-06-09,AL
Alabama,"6,391","37,984",2001-06-16,AL
Alabama,"5,503","36,800",2001-06-23,AL
Alabama,"5,141","35,287",2001-06-30,AL
Alabama,"16,652","48,644",2001-07-07,AL
Alabama,"9,058","42,876",2001-07-14,AL
Alabama,"7,107","39,343",2001-07-21,AL
Alabama,"5,751","37,755",2001-07-28,AL
Alabama,"4,698","36,038",2001-08-04,AL
Alabama,"5,679","36,935",2001-08-11,AL
Alabama,"5,522","36,725",2001-08-18,AL
Alabama,"4,320","34,772",2001-08-25,AL
Alabama,"4,944","33,704",2001-09-01,AL
Alabama,"7,328","36,161",2001-09-08,AL
Alabama,"5,766","35,417",2001-09-15,AL
Alabama,"5,257","34,104",2001-09-22,AL
Alabama,"6,729","35,935",2001-09-29,AL
Alabama,"7,139","36,205",2001-10-06,AL
Alabama,"5,800","36,728",2001-10-13,AL
Alabama,"6,529","37,457",2001-10-20,AL
Alabama,"8,538","39,151",2001-10-27,AL
Alabama,"6,021","38,439",2001-11-03,AL
Alabama,"8,235","39,701",2001-11-10,AL
Alabama,"4,181","37,107",2001-11-17,AL
Alabama,"11,597","46,464",2001-11-24,AL
Alabama,"8,136","43,123",2001-12-01,AL
Alabama,"6,493","42,112",2001-12-08,AL
Alabama,"6,700","42,817",2001-12-15,AL
Alabama,"5,580","44,551",2001-12-22,AL
Alabama,"15,926","53,210",2001-12-29,AL
Alabama,"20,309","62,404",2002-01-05,AL
Alabama,"10,934","52,085",2002-01-12,AL
Alabama,"8,114","47,687",2002-01-19,AL
Alabama,"6,746","46,964",2002-01-26,AL
Alabama,"6,341","45,441",2002-02-02,AL
Alabama,"5,196","44,793",2002-02-09,AL
Alabama,"5,125","44,009",2002-02-16,AL
Alabama,"4,602","42,381",2002-02-23,AL
Alabama,"5,916","43,092",2002-03-02,AL
Alabama,"4,779","41,220",2002-03-09,AL
Alabama,"5,220","41,207",2002-03-16,AL
Alabama,"5,436","40,956",2002-03-23,AL
Alabama,"7,824","41,844",2002-03-30,AL
Alabama,"7,375","39,057",2002-04-06,AL
Alabama,"5,461","40,042",2002-04-13,AL
Alabama,"5,631","40,048",2002-04-20,AL
Alabama,"5,450","39,641",2002-04-27,AL
Alabama,"4,902","39,424",2002-05-04,AL
Alabama,"5,670","39,529",2002-05-11,AL
Alabama,"4,123","39,476",2002-05-18,AL
Alabama,"4,529","39,608",2002-05-25,AL
Alabama,"6,079","41,370",2002-06-01,AL
Alabama,"5,622","42,042",2002-06-08,AL
Alabama,"4,528","41,309",2002-06-15,AL
Alabama,"4,084","40,765",2002-06-22,AL
Alabama,"3,687","38,180",2002-06-29,AL
Alabama,"10,571","45,686",2002-07-06,AL
Alabama,"10,153","46,141",2002-07-13,AL
Alabama,"5,641","41,246",2002-07-20,AL
Alabama,"4,141","40,955",2002-07-27,AL
Alabama,"3,210","39,413",2002-08-03,AL
Alabama,"3,281","39,168",2002-08-10,AL
Alabama,"4,231","37,607",2002-08-17,AL
Alabama,"3,464","36,753",2002-08-24,AL
Alabama,"4,794","36,716",2002-08-31,AL
Alabama,"4,739","37,693",2002-09-07,AL
Alabama,"4,378","36,354",2002-09-14,AL
Alabama,"4,574","35,824",2002-09-21,AL
Alabama,"5,475","36,044",2002-09-28,AL
Alabama,"5,807","36,254",2002-10-05,AL
Alabama,"5,876","35,782",2002-10-12,AL
Alabama,"5,872","36,514",2002-10-19,AL
Alabama,"5,571","36,061",2002-10-26,AL
Alabama,"5,285","36,015",2002-11-02,AL
Alabama,"7,126","37,736",2002-11-09,AL
Alabama,"6,051","37,546",2002-11-16,AL
Alabama,"3,942","35,008",2002-11-23,AL
Alabama,"10,806","43,623",2002-11-30,AL
Alabama,"7,117","39,539",2002-12-07,AL
Alabama,"6,838","41,122",2002-12-14,AL
Alabama,"4,012","35,652",2002-12-21,AL
Alabama,"12,526","48,229",2002-12-28,AL
Alabama,"17,975","53,802",2003-01-04,AL
Alabama,"11,318","49,068",2003-01-11,AL
Alabama,"9,884","47,423",2003-01-18,AL
Alabama,"6,039","42,610",2003-01-25,AL
Alabama,"6,069","42,322",2003-02-01,AL
Alabama,"4,997","40,507",2003-02-08,AL
Alabama,"4,072","39,326",2003-02-15,AL
Alabama,"5,653","39,851",2003-02-22,AL
Alabama,"5,358","39,906",2003-03-01,AL
Alabama,"5,274","39,310",2003-03-08,AL
Alabama,"5,052","38,080",2003-03-15,AL
Alabama,"5,405","38,334",2003-03-22,AL
Alabama,"7,616","39,859",2003-03-29,AL
Alabama,"5,798","37,326",2003-04-05,AL
Alabama,"6,927","39,452",2003-04-12,AL
Alabama,"5,525","37,851",2003-04-19,AL
Alabama,"5,001","37,086",2003-04-26,AL
Alabama,"5,121","36,462",2003-05-03,AL
Alabama,"7,375","39,135",2003-05-10,AL
Alabama,"5,945","37,913",2003-05-17,AL
Alabama,"6,167","37,992",2003-05-24,AL
Alabama,"9,216","42,883",2003-05-31,AL
Alabama,"6,604","41,933",2003-06-07,AL
Alabama,"5,616","40,838",2003-06-14,AL
Alabama,"5,066","40,208",2003-06-21,AL
Alabama,"5,835","40,331",2003-06-28,AL
Alabama,"13,739","49,069",2003-07-05,AL
Alabama,"7,438","44,306",2003-07-12,AL
Alabama,"5,473","41,418",2003-07-19,AL
Alabama,"5,579","40,704",2003-07-26,AL
Alabama,"5,748","40,424",2003-08-02,AL
Alabama,"5,166","39,715",2003-08-09,AL
Alabama,"5,897","39,394",2003-08-16,AL
Alabama,"4,238","37,360",2003-08-23,AL
Alabama,"4,234","36,511",2003-08-30,AL
Alabama,"4,734","36,743",2003-09-06,AL
Alabama,"4,290","35,596",2003-09-13,AL
Alabama,"4,057","34,874",2003-09-20,AL
Alabama,"4,876","34,926",2003-09-27,AL
Alabama,"4,670","33,785",2003-10-04,AL
Alabama,"4,565","34,276",2003-10-11,AL
Alabama,"4,639","34,563",2003-10-18,AL
Alabama,"4,271","33,555",2003-10-25,AL
Alabama,"5,123","33,579",2003-11-01,AL
Alabama,"3,945","33,061",2003-11-08,AL
Alabama,"5,783","34,923",2003-11-15,AL
Alabama,"2,964","31,699",2003-11-22,AL
Alabama,"9,158","27,548",2003-11-29,AL
Alabama,"6,190","34,868",2003-12-06,AL
Alabama,"4,772","34,362",2003-12-13,AL
Alabama,"5,815","35,423",2003-12-20,AL
Alabama,"11,674","43,847",2003-12-27,AL
Alabama,"15,882","51,672",2004-01-03,AL
Alabama,"9,032","42,674",2004-01-10,AL
Alabama,"5,454","37,492",2004-01-17,AL
Alabama,"5,690","37,343",2004-01-24,AL
Alabama,"4,776","36,091",2004-01-31,AL
Alabama,"5,422","36,418",2004-02-07,AL
Alabama,"4,631","34,783",2004-02-14,AL
Alabama,"3,855","33,295",2004-02-21,AL
Alabama,"4,967","33,740",2004-02-28,AL
Alabama,"3,929","32,436",2004-03-06,AL
Alabama,"4,146","31,825",2004-03-13,AL
Alabama,"4,568","31,597",2004-03-20,AL
Alabama,"4,740","32,140",2004-03-27,AL
Alabama,"4,541","29,854",2004-04-03,AL
Alabama,"4,026","29,658",2004-04-10,AL
Alabama,"4,334","29,723",2004-04-17,AL
Alabama,"3,828","29,138",2004-04-24,AL
Alabama,"4,021","29,077",2004-05-01,AL
Alabama,"5,266","30,023",2004-05-08,AL
Alabama,"5,414","30,152",2004-05-15,AL
Alabama,"5,008","29,963",2004-05-22,AL
Alabama,"4,404","30,634",2004-05-29,AL
Alabama,"5,288","32,948",2004-06-05,AL
Alabama,"4,064","31,237",2004-06-12,AL
Alabama,"3,766","31,434",2004-06-19,AL
Alabama,"5,312","31,633",2004-06-26,AL
Alabama,"6,227","33,150",2004-07-03,AL
Alabama,"9,119","37,055",2004-07-10,AL
Alabama,"5,662","34,853",2004-07-17,AL
Alabama,"4,668","31,605",2004-07-24,AL
Alabama,"4,258","31,675",2004-07-31,AL
Alabama,"4,067","30,914",2004-08-07,AL
Alabama,"3,456","29,853",2004-08-14,AL
Alabama,"3,509","28,622",2004-08-21,AL
Alabama,"3,923","28,167",2004-08-28,AL
Alabama,"3,367","27,692",2004-09-04,AL
Alabama,"2,678","26,638",2004-09-11,AL
Alabama,"9,342","30,215",2004-09-18,AL
Alabama,"8,395","31,625",2004-09-25,AL
Alabama,"6,711","29,868",2004-10-02,AL
Alabama,"4,984","28,757",2004-10-09,AL
Alabama,"4,569","29,085",2004-10-16,AL
Alabama,"4,065","27,961",2004-10-23,AL
Alabama,"4,220","27,839",2004-10-30,AL
Alabama,"3,611","27,565",2004-11-06,AL
Alabama,"3,613","27,324",2004-11-13,AL
Alabama,"2,603","26,079",2004-11-20,AL
Alabama,"7,689","32,129",2004-11-27,AL
Alabama,"5,333","28,970",2004-12-04,AL
Alabama,"4,328","28,609",2004-12-11,AL
Alabama,"4,236","28,064",2004-12-18,AL
Alabama,"7,965","32,436",2004-12-25,AL
Alabama,"15,237","42,285",2005-01-01,AL
Alabama,"9,522","36,726",2005-01-08,AL
Alabama,"4,716","30,467",2005-01-15,AL
Alabama,"4,242","29,644",2005-01-22,AL
Alabama,"4,186","28,566",2005-01-29,AL
Alabama,"4,242","28,796",2005-02-05,AL
Alabama,"3,805","28,033",2005-02-12,AL
Alabama,"2,707","26,436",2005-02-19,AL
Alabama,"3,703","26,552",2005-02-26,AL
Alabama,"3,994","26,379",2005-03-05,AL
Alabama,"3,367","25,971",2005-03-12,AL
Alabama,"3,285","25,501",2005-03-19,AL
Alabama,"4,498","26,199",2005-03-26,AL
Alabama,"4,469","25,197",2005-04-02,AL
Alabama,"3,737","24,618",2005-04-09,AL
Alabama,"4,075","24,321",2005-04-16,AL
Alabama,"3,894","25,117",2005-04-23,AL
Alabama,"3,829","24,847",2005-04-30,AL
Alabama,"4,367","25,067",2005-05-07,AL
Alabama,"4,449","25,806",2005-05-14,AL
Alabama,"4,762","25,923",2005-05-21,AL
Alabama,"4,870","26,916",2005-05-28,AL
Alabama,"5,014","29,409",2005-06-04,AL
Alabama,"4,092","29,131",2005-06-11,AL
Alabama,"3,709","28,993",2005-06-18,AL
Alabama,"4,282","28,932",2005-06-25,AL
Alabama,"5,849","30,069",2005-07-02,AL
Alabama,"10,003","36,244",2005-07-09,AL
Alabama,"5,737","32,699",2005-07-16,AL
Alabama,"4,619","30,555",2005-07-23,AL
Alabama,"3,751","29,385",2005-07-30,AL
Alabama,"3,485","28,735",2005-08-06,AL
Alabama,"3,849","28,450",2005-08-13,AL
Alabama,"3,183","27,602",2005-08-20,AL
Alabama,"5,595","26,532",2005-08-27,AL
Alabama,"8,376","29,017",2005-09-03,AL
Alabama,"6,464","30,437",2005-09-10,AL
Alabama,"4,113","27,991",2005-09-17,AL
Alabama,"3,936","28,107",2005-09-24,AL
Alabama,"4,963","27,849",2005-10-01,AL
Alabama,"3,308","26,455",2005-10-08,AL
Alabama,"3,562","26,180",2005-10-15,AL
Alabama,"3,124","25,312",2005-10-22,AL
Alabama,"4,435","25,809",2005-10-29,AL
Alabama,"3,144","24,208",2005-11-05,AL
Alabama,"3,781","25,036",2005-11-12,AL
Alabama,"2,496","23,292",2005-11-19,AL
Alabama,"5,820","28,378",2005-11-26,AL
Alabama,"3,893","26,443",2005-12-03,AL
Alabama,"3,622","26,254",2005-12-10,AL
Alabama,"3,962","26,268",2005-12-17,AL
Alabama,"7,161","29,743",2005-12-24,AL
Alabama,"15,236","41,583",2005-12-31,AL
Alabama,"8,235","33,939",2006-01-07,AL
Alabama,"3,871","28,240",2006-01-14,AL
Alabama,"4,108","27,930",2006-01-21,AL
Alabama,"3,281","26,812",2006-01-28,AL
Alabama,"3,794","26,342",2006-02-04,AL
Alabama,"3,231","25,764",2006-02-11,AL
Alabama,"2,962","25,085",2006-02-18,AL
Alabama,"3,933","25,353",2006-02-25,AL
Alabama,"3,891","24,723",2006-03-04,AL
Alabama,"3,597","24,583",2006-03-11,AL
Alabama,"3,489","23,506",2006-03-18,AL
Alabama,"5,319","25,319",2006-03-25,AL
Alabama,"3,781","23,770",2006-04-01,AL
Alabama,"3,117","22,991",2006-04-08,AL
Alabama,"4,038","23,635",2006-04-15,AL
Alabama,"4,890","24,174",2006-04-22,AL
Alabama,"3,555","22,677",2006-04-29,AL
Alabama,"4,006","23,367",2006-05-06,AL
Alabama,"4,499","23,671",2006-05-13,AL
Alabama,"4,282","23,855",2006-05-20,AL
Alabama,"4,223","24,370",2006-05-27,AL
Alabama,"5,481","26,921",2006-06-03,AL
Alabama,"4,108","26,477",2006-06-10,AL
Alabama,"3,607","26,290",2006-06-17,AL
Alabama,"3,730","26,576",2006-06-24,AL
Alabama,"5,644","27,080",2006-07-01,AL
Alabama,"11,242","35,912",2006-07-08,AL
Alabama,"6,207","30,530",2006-07-15,AL
Alabama,"4,398","28,895",2006-07-22,AL
Alabama,"3,633","28,237",2006-07-29,AL
Alabama,"3,711","27,867",2006-08-05,AL
Alabama,"3,789","27,309",2006-08-12,AL
Alabama,"3,303","26,914",2006-08-19,AL
Alabama,"3,471","26,649",2006-08-26,AL
Alabama,"3,283","25,807",2006-09-02,AL
Alabama,"3,965","26,529",2006-09-09,AL
Alabama,"3,894","25,766",2006-09-16,AL
Alabama,"3,341","25,402",2006-09-23,AL
Alabama,"5,433","26,132",2006-09-30,AL
Alabama,"4,322","26,132",2006-10-07,AL
Alabama,"4,733","26,707",2006-10-14,AL
Alabama,"4,636","26,435",2006-10-21,AL
Alabama,"4,411","26,045",2006-10-28,AL
Alabama,"3,531","24,954",2006-11-04,AL
Alabama,"4,498","26,207",2006-11-11,AL
Alabama,"3,469","25,709",2006-11-18,AL
Alabama,"7,374","29,968",2006-11-25,AL
Alabama,"4,952","27,703",2006-12-02,AL
Alabama,"5,186","28,307",2006-12-09,AL
Alabama,"4,440","26,838",2006-12-16,AL
Alabama,"8,056","30,336",2006-12-23,AL
Alabama,"13,183","39,917",2006-12-30,AL
Alabama,"11,824","37,944",2007-01-06,AL
Alabama,"5,725","31,738",2007-01-13,AL
Alabama,"4,110","29,247",2007-01-20,AL
Alabama,"3,531","27,993",2007-01-27,AL
Alabama,"3,585","27,413",2007-02-03,AL
Alabama,"3,882","27,260",2007-02-10,AL
Alabama,"3,171","26,580",2007-02-17,AL
Alabama,"4,361","26,402",2007-02-24,AL
Alabama,"4,021","26,349",2007-03-03,AL
Alabama,"4,570","25,466",2007-03-10,AL
Alabama,"3,462","25,930",2007-03-17,AL
Alabama,"4,408","26,270",2007-03-24,AL
Alabama,"4,728","25,333",2007-03-31,AL
Alabama,"3,896","24,708",2007-04-07,AL
Alabama,"3,579","24,505",2007-04-14,AL
Alabama,"3,455","24,546",2007-04-21,AL
Alabama,"3,928","24,663",2007-04-28,AL
Alabama,"3,939","24,663",2007-05-05,AL
Alabama,"4,381","25,379",2007-05-12,AL
Alabama,"3,958","25,637",2007-05-19,AL
Alabama,"4,529","25,912",2007-05-26,AL
Alabama,"4,221","27,529",2007-06-02,AL
Alabama,"3,980","27,553",2007-06-09,AL
Alabama,"3,489","27,413",2007-06-16,AL
Alabama,"3,857","27,676",2007-06-23,AL
Alabama,"5,737","27,826",2007-06-30,AL
Alabama,"10,869","36,269",2007-07-07,AL
Alabama,"6,125","31,691",2007-07-14,AL
Alabama,"4,115","29,579",2007-07-21,AL
Alabama,"3,749","28,929",2007-07-28,AL
Alabama,"4,210","29,071",2007-08-04,AL
Alabama,"4,183","28,927",2007-08-11,AL
Alabama,"3,281","27,175",2007-08-18,AL
Alabama,"3,870","27,237",2007-08-25,AL
Alabama,"3,830","26,700",2007-09-01,AL
Alabama,"3,879","26,139",2007-09-08,AL
Alabama,"3,670","25,591",2007-09-15,AL
Alabama,"3,441","25,084",2007-09-22,AL
Alabama,"4,402","25,524",2007-09-29,AL
Alabama,"4,395","25,042",2007-10-06,AL
Alabama,"3,999","25,656",2007-10-13,AL
Alabama,"3,555","25,191",2007-10-20,AL
Alabama,"4,286","25,748",2007-10-27,AL
Alabama,"4,479","25,574",2007-11-03,AL
Alabama,"4,047","26,023",2007-11-10,AL
Alabama,"2,737","24,625",2007-11-17,AL
Alabama,"6,872","29,695",2007-11-24,AL
Alabama,"5,102","27,650",2007-12-01,AL
Alabama,"4,278","27,040",2007-12-08,AL
Alabama,"5,291","27,198",2007-12-15,AL
Alabama,"5,807","28,802",2007-12-22,AL
Alabama,"12,507","38,735",2007-12-29,AL
Alabama,"11,335","38,731",2008-01-05,AL
Alabama,"6,792","32,930",2008-01-12,AL
Alabama,"4,147","29,962",2008-01-19,AL
Alabama,"4,997","30,229",2008-01-26,AL
Alabama,"4,563","29,973",2008-02-02,AL
Alabama,"4,390","30,139",2008-02-09,AL
Alabama,"5,276","31,220",2008-02-16,AL
Alabama,"4,573","30,525",2008-02-23,AL
Alabama,"4,312","30,109",2008-03-01,AL
Alabama,"4,197","29,890",2008-03-08,AL
Alabama,"3,776","29,322",2008-03-15,AL
Alabama,"5,340","31,251",2008-03-22,AL
Alabama,"5,793","31,108",2008-03-29,AL
Alabama,"4,686","29,668",2008-04-05,AL
Alabama,"4,308","30,032",2008-04-12,AL
Alabama,"5,005","30,990",2008-04-19,AL
Alabama,"4,030","29,892",2008-04-26,AL
Alabama,"5,066","31,080",2008-05-03,AL
Alabama,"4,729","30,952",2008-05-10,AL
Alabama,"5,064","31,535",2008-05-17,AL
Alabama,"5,549","33,118",2008-05-24,AL
Alabama,"5,023","33,707",2008-05-31,AL
Alabama,"5,547","35,057",2008-06-07,AL
Alabama,"4,117","33,955",2008-06-14,AL
Alabama,"4,743","34,208",2008-06-21,AL
Alabama,"5,338","34,056",2008-06-28,AL
Alabama,"10,611","40,321",2008-07-05,AL
Alabama,"7,577","39,477",2008-07-12,AL
Alabama,"5,287","37,124",2008-07-19,AL
Alabama,"4,856","36,475",2008-07-26,AL
Alabama,"4,866","36,713",2008-08-02,AL
Alabama,"4,628","36,084",2008-08-09,AL
Alabama,"5,796","36,098",2008-08-16,AL
Alabama,"4,624","36,225",2008-08-23,AL
Alabama,"5,044","36,960",2008-08-30,AL
Alabama,"5,822","36,609",2008-09-06,AL
Alabama,"4,696","35,052",2008-09-13,AL
Alabama,"4,789","34,915",2008-09-20,AL
Alabama,"8,260","37,366",2008-09-27,AL
Alabama,"6,726","38,879",2008-10-04,AL
Alabama,"6,205","37,539",2008-10-11,AL
Alabama,"6,880","38,795",2008-10-18,AL
Alabama,"7,968","41,113",2008-10-25,AL
Alabama,"9,016","43,549",2008-11-01,AL
Alabama,"8,292","44,623",2008-11-08,AL
Alabama,"9,555","46,517",2008-11-15,AL
Alabama,"6,824","46,473",2008-11-22,AL
Alabama,"14,710","55,987",2008-11-29,AL
Alabama,"11,037","54,028",2008-12-06,AL
Alabama,"13,879","57,069",2008-12-13,AL
Alabama,"13,080","61,490",2008-12-20,AL
Alabama,"17,354","70,014",2008-12-27,AL
Alabama,"20,894","80,368",2009-01-03,AL
